geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0030217,T cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0030217,229,16,3.542541436,4.516531503,5.70E-07,9.73E-05,639;941;942;1493;2064;3558;3559;3575;3815;5788;6774;6932;7292;9474;51176;114836,ENSG00000141736;ENSG00000162739;ENSG00000157404;ENSG00000168610;ENSG00000057657;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000134460;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000081059;ENSG00000138795
GO:0045935,positive regulation of nucleobase-containing compound metabolic process,http://amigo.geneontology.org/amigo/term/GO:0045935,1809,55,27.98453039,1.965371555,6.10E-07,1.02E-04,473;941;942;958;1389;1601;1813;1820;1997;2064;2113;2672;3558;3586;3609;3654;3663;3727;4261;4520;4855;5017;5468;5469;5788;6774;6775;7015;7292;7332;7629;8013;8110;8516;8538;8626;10318;10320;10499;10847;11278;22806;22807;28514;28996;51176;51755;54806;59269;64754;79155;81606;84159;146198;170463,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000185651;ENSG00000162676;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000142599;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000150347;ENSG00000114013;ENSG00000149295;ENSG00000080603;ENSG00000130511;ENSG00000081237;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0009891,positive regulation of biosynthetic process,http://amigo.geneontology.org/amigo/term/GO:0009891,1911,57,29.56243094,1.928122898,6.72E-07,1.11E-04,473;941;942;949;958;1389;1601;1813;1820;1997;2064;2113;2672;3558;3586;3609;3654;3663;3717;3727;4261;4520;4855;5017;5468;5469;5788;6774;6775;7015;7332;7629;8013;8110;8516;8538;8626;10318;10320;10499;10847;11278;22806;22807;28514;28996;51176;51755;54806;59067;59269;64754;79155;81606;84159;146198;170463,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000185651;ENSG00000162676;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000142599;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000073060;ENSG00000135541;ENSG00000185420;ENSG00000150347;ENSG00000114013;ENSG00000149295;ENSG00000080603;ENSG00000130511;ENSG00000081237;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0001775,cell activation,http://amigo.geneontology.org/amigo/term/GO:0001775,1305,44,20.1878453,2.179529283,6.90E-07,0.000111142,639;941;942;958;1445;1493;1609;2064;2212;2885;3451;3558;3559;3575;3586;3684;3717;3815;3936;4853;5328;5592;5781;5788;6774;6932;7128;7292;8013;8807;8935;9258;9402;9474;10320;22806;28514;29851;51176;55024;59067;79155;114836;121260,ENSG00000141736;ENSG00000162739;ENSG00000185811;ENSG00000234829;ENSG00000157404;ENSG00000177885;ENSG00000136167;ENSG00000168884;ENSG00000168610;ENSG00000057657;ENSG00000147324;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000163599;ENSG00000139370;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000118503;ENSG00000168685;ENSG00000285022;ENSG00000134460;ENSG00000153064;ENSG00000115607;ENSG00000179295;ENSG00000057663;ENSG00000145214;ENSG00000143226;ENSG00000114013;ENSG00000081237;ENSG00000081059;ENSG00000185532;ENSG00000161405;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000138795;ENSG00000005020;ENSG00000134250;ENSG00000198719
GO:0045785,positive regulation of cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0045785,388,21,6.002209945,3.49871134,7.00E-07,0.000111142,941;942;1445;1493;2064;2113;2885;3558;3559;3575;3586;3654;3717;5781;5788;7292;8013;9402;29851;55604;59067,ENSG00000141736;ENSG00000079691;ENSG00000177885;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000134954
GO:0002768,immune response-regulating cell surface receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0002768,326,19,5.043093923,3.767528484,8.03E-07,1.25E-04,640;958;1445;1493;1997;2212;2885;3117;3119;3120;3122;3123;3815;3984;5788;8013;9402;121665;394263,ENSG00000196610;ENSG00000206305;ENSG00000230726;ENSG00000157404;ENSG00000231286;ENSG00000236418;ENSG00000177885;ENSG00000136573;ENSG00000157837;ENSG00000228987;ENSG00000224305;ENSG00000228254;ENSG00000226165;ENSG00000229493;ENSG00000163599;ENSG00000227993;ENSG00000101017;ENSG00000106683;ENSG00000103653;ENSG00000228813;ENSG00000231350;ENSG00000206240;ENSG00000206308;ENSG00000228284;ENSG00000226260;ENSG00000204287;ENSG00000232629;ENSG00000143226;ENSG00000232062;ENSG00000081237;ENSG00000225890;ENSG00000119508;ENSG00000100351;ENSG00000196735;ENSG00000234794;ENSG00000120690
GO:0010628,positive regulation of gene expression,http://amigo.geneontology.org/amigo/term/GO:0010628,1874,56,28.99005525,1.931696905,8.17E-07,1.25E-04,639;941;942;958;1389;1601;1609;1813;1820;1997;2064;2113;2672;3558;3575;3586;3609;3654;3663;3727;3815;4261;4520;4855;5017;5468;5469;6774;6775;7015;7629;8013;8110;8516;8538;8626;10318;10320;10499;11278;22806;22807;23081;28514;28996;51176;51755;54806;59269;64754;79155;81606;91752;146198;170463;283742,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000157404;ENSG00000162676;ENSG00000171262;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000057657;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000109471;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000168685;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000145214;ENSG00000114013;ENSG00000149295;ENSG00000130511;ENSG00000161405;ENSG00000132170;ENSG00000170396;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000107077;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0045088,regulation of innate immune response,http://amigo.geneontology.org/amigo/term/GO:0045088,363,20,5.615469613,3.561589925,9.87E-07,1.49E-04,1813;2672;3654;3684;3717;5468;5469;5781;7128;7187;8807;9258;9641;10318;10906;59067;64135;79155;114836;394263,ENSG00000145901;ENSG00000162739;ENSG00000162676;ENSG00000168884;ENSG00000135148;ENSG00000125686;ENSG00000147324;ENSG00000184216;ENSG00000096968;ENSG00000169896;ENSG00000138684;ENSG00000231350;ENSG00000118503;ENSG00000285022;ENSG00000115267;ENSG00000115607;ENSG00000131323;ENSG00000179295;ENSG00000149295;ENSG00000132170;ENSG00000263528
GO:0042100,B cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0042100,88,10,1.361325967,7.345779221,1.03E-06,1.53E-04,958;1493;3451;3558;3575;3586;5788;22806;51176;59067,ENSG00000234829;ENSG00000109471;ENSG00000163599;ENSG00000101017;ENSG00000138684;ENSG00000136634;ENSG00000168685;ENSG00000081237;ENSG00000161405;ENSG00000138795
GO:0031347,regulation of defense response,http://amigo.geneontology.org/amigo/term/GO:0031347,694,29,10.7359116,2.701214492,1.16E-06,1.70E-04,717;735;1813;2113;2672;3075;3558;3559;3586;3654;3684;3717;5468;5469;5781;5788;7128;7187;7292;8807;9258;9641;10318;10906;59067;64135;79155;114836;394263,ENSG00000145901;ENSG00000162739;ENSG00000166278;ENSG00000162676;ENSG00000168884;ENSG00000135148;ENSG00000125686;ENSG00000113600;ENSG00000147324;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000138684;ENSG00000136634;ENSG00000231350;ENSG00000118503;ENSG00000285022;ENSG00000134460;ENSG00000115267;ENSG00000115607;ENSG00000131323;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000132170;ENSG00000231543;ENSG00000263528;ENSG00000000971;ENSG00000134954
GO:0050864,regulation of B cell activation,http://amigo.geneontology.org/amigo/term/GO:0050864,112,11,1.732596685,6.348852041,1.29E-06,1.86E-04,958;1493;3558;3586;5788;7128;7292;22806;55024;59067;79155,ENSG00000168884;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000138684;ENSG00000136634;ENSG00000118503;ENSG00000153064;ENSG00000081237;ENSG00000161405
GO:0070661,leukocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0070661,276,17,4.26961326,3.981625259,1.46E-06,2.07E-04,941;942;958;1493;2064;3451;3558;3559;3575;3586;3815;5788;7128;7292;22806;51176;59067,ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000138795
GO:0002697,regulation of immune effector process,http://amigo.geneontology.org/amigo/term/GO:0002697,375,20,5.801104972,3.447619048,1.63E-06,2.27E-04,717;735;941;942;958;3075;3558;3559;3575;3586;3684;5788;7128;7187;7292;8013;8807;9474;59067;114836,ENSG00000162739;ENSG00000166278;ENSG00000113600;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000134460;ENSG00000115607;ENSG00000131323;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000231543;ENSG00000119508;ENSG00000000971
GO:0050870,positive regulation of T cell activation,http://amigo.geneontology.org/amigo/term/GO:0050870,194,14,3.001104972,4.664948454,2.01E-06,2.75E-04,941;942;1445;1493;2885;3558;3559;3575;5781;5788;7292;9402;29851;59067,ENSG00000177885;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000100351
GO:0051251,positive regulation of lymphocyte activation,http://amigo.geneontology.org/amigo/term/GO:0051251,253,16,3.913812155,4.088085827,2.13E-06,2.87E-04,941;942;958;1445;1493;2885;3558;3559;3575;5781;5788;7292;9402;29851;59067;79155,ENSG00000177885;ENSG00000168884;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000100351
GO:0045944,positive regulation of transcription by RNA polymerase II,http://amigo.geneontology.org/amigo/term/GO:0045944,1139,39,17.6198895,2.213407751,2.26E-06,3.01E-04,958;1813;1820;1997;2113;2672;3558;3586;3663;3727;4261;4520;4855;5017;5468;5469;6774;6775;7015;7629;8013;8110;8516;8538;8626;10318;10320;10499;11278;22806;22807;28514;28996;51176;51755;54806;64754;79155;170463,ENSG00000145901;ENSG00000138378;ENSG00000185811;ENSG00000162676;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000109471;ENSG00000101017;ENSG00000136634;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000149295;ENSG00000130511;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0008284,positive regulation of cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0008284,883,33,13.65966851,2.415871218,2.38E-06,3.12E-04,356;941;942;958;1027;1813;2064;2113;3558;3559;3575;3586;3595;3654;3717;3815;3918;5469;5788;6774;7015;7128;7292;8013;8626;23081;28514;28996;51176;59067;81606;219790;283742,ENSG00000141736;ENSG00000157404;ENSG00000171262;ENSG00000182010;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000058085;ENSG00000117560;ENSG00000117586;ENSG00000101017;ENSG00000213626;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000064393;ENSG00000134460;ENSG00000164362;ENSG00000111276;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000119508;ENSG00000138795;ENSG00000107077;ENSG00000198719;ENSG00000134954
GO:1902531,regulation of intracellular signal transduction,http://amigo.geneontology.org/amigo/term/GO:1902531,1797,53,27.79889503,1.9065506,2.59E-06,3.34E-04,356;941;942;958;1445;1609;1813;1815;2044;2064;2690;2885;3092;3451;3558;3575;3654;3717;3815;4249;4853;5781;5788;6343;6367;6494;6774;6954;7128;8626;8844;8997;9258;9518;9641;9770;10318;23274;23380;28996;29851;29949;51074;51755;55024;55843;57216;59067;79155;121665;157285;200734;219790,ENSG00000145901;ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000177885;ENSG00000127946;ENSG00000213445;ENSG00000157837;ENSG00000182010;ENSG00000168884;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000073282;ENSG00000198369;ENSG00000124678;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000121594;ENSG00000138684;ENSG00000075884;ENSG00000275342;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000118503;ENSG00000168685;ENSG00000167258;ENSG00000160145;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000266028;ENSG00000038532;ENSG00000152127;ENSG00000153064;ENSG00000179295;ENSG00000145214;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000070031;ENSG00000163600;ENSG00000263528;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0030155,regulation of cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0030155,647,27,10.00883978,2.697615368,2.87E-06,3.65E-04,941;942;1445;1493;2064;2113;2885;3558;3559;3575;3586;3654;3717;5328;5592;5781;5788;6494;7292;8013;9402;28514;29851;51176;55604;59067;394263,ENSG00000141736;ENSG00000079691;ENSG00000177885;ENSG00000213445;ENSG00000184216;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000231350;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000185532;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000138795;ENSG00000198719;ENSG00000134954
GO:0097696,STAT cascade,http://amigo.geneontology.org/amigo/term/GO:0097696,147,12,2.274033149,5.27696793,3.06E-06,3.84E-04,958;2690;3451;3558;3575;3717;3815;4249;5788;6774;6775;59067,ENSG00000138378;ENSG00000234829;ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000168685;ENSG00000152127;ENSG00000081237;ENSG00000112964
GO:0045595,regulation of cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0045595,1670,50,25.83425414,1.935414885,3.49E-06,4.32E-04,190;639;941;942;1027;1389;1493;1601;1656;1813;2064;2113;2672;3558;3559;3575;3717;3727;3815;3984;4853;4855;5468;5469;5788;6774;6857;6954;7015;7292;8013;8626;8997;9518;9770;22806;22891;23081;23380;28514;51176;51199;51755;54806;55604;57118;81606;91752;157285;257194,ENSG00000141736;ENSG00000079691;ENSG00000157404;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000169297;ENSG00000057657;ENSG00000073282;ENSG00000124678;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000106683;ENSG00000130513;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000275342;ENSG00000168685;ENSG00000167258;ENSG00000160145;ENSG00000101265;ENSG00000266028;ENSG00000134460;ENSG00000100503;ENSG00000164362;ENSG00000110367;ENSG00000111276;ENSG00000135541;ENSG00000183049;ENSG00000114013;ENSG00000149295;ENSG00000172260;ENSG00000081237;ENSG00000161405;ENSG00000132170;ENSG00000170396;ENSG00000119508;ENSG00000138795;ENSG00000285551;ENSG00000204301;ENSG00000107077;ENSG00000130522;ENSG00000134250;ENSG00000198719;ENSG00000134954;ENSG00000067715
GO:0002429,immune response-activating cell surface receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0002429,296,17,4.579005525,3.712596525,3.77E-06,4.61E-04,640;1445;1493;1997;2212;2885;3117;3119;3120;3122;3123;3984;5788;8013;9402;121665;394263,ENSG00000196610;ENSG00000206305;ENSG00000230726;ENSG00000231286;ENSG00000236418;ENSG00000177885;ENSG00000136573;ENSG00000157837;ENSG00000228987;ENSG00000224305;ENSG00000228254;ENSG00000226165;ENSG00000229493;ENSG00000163599;ENSG00000227993;ENSG00000106683;ENSG00000103653;ENSG00000228813;ENSG00000231350;ENSG00000206240;ENSG00000206308;ENSG00000228284;ENSG00000226260;ENSG00000204287;ENSG00000232629;ENSG00000143226;ENSG00000232062;ENSG00000081237;ENSG00000225890;ENSG00000119508;ENSG00000100351;ENSG00000196735;ENSG00000234794;ENSG00000120690
GO:0022610,biological adhesion,http://amigo.geneontology.org/amigo/term/GO:0022610,1354,43,20.94585635,2.052912007,4.47E-06,5.37E-04,941;942;949;1445;1493;2064;2113;2191;2885;3558;3559;3575;3586;3654;3684;3717;3815;3918;4026;5328;5592;5781;5788;6494;7148;7292;8013;8516;9402;10318;23380;27255;28514;29119;29851;51176;53841;55604;59067;64072;84628;257194;394263,ENSG00000145901;ENSG00000141736;ENSG00000079691;ENSG00000157404;ENSG00000177885;ENSG00000213445;ENSG00000099834;ENSG00000183230;ENSG00000184216;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000058085;ENSG00000169896;ENSG00000229353;ENSG00000107736;ENSG00000163599;ENSG00000231608;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000233323;ENSG00000136634;ENSG00000103653;ENSG00000145012;ENSG00000231350;ENSG00000168477;ENSG00000078098;ENSG00000168685;ENSG00000077943;ENSG00000266028;ENSG00000134460;ENSG00000073060;ENSG00000179295;ENSG00000114013;ENSG00000172260;ENSG00000081237;ENSG00000185532;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000138795;ENSG00000134115;ENSG00000273572;ENSG00000206258;ENSG00000198719;ENSG00000196358;ENSG00000134954
GO:0006897,endocytosis,http://amigo.geneontology.org/amigo/term/GO:0006897,663,27,10.25635359,2.632514544,4.51E-06,5.37E-04,717;949;1445;1601;1609;1813;1815;2212;2690;2885;3092;3684;3984;4688;5468;5788;6311;6857;9474;9910;28514;54806;55604;57118;80975;192683;201176,ENSG00000079691;ENSG00000166278;ENSG00000177885;ENSG00000127946;ENSG00000198794;ENSG00000169896;ENSG00000106683;ENSG00000153071;ENSG00000103653;ENSG00000159314;ENSG00000152061;ENSG00000073060;ENSG00000135541;ENSG00000057663;ENSG00000145214;ENSG00000183049;ENSG00000143226;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000132170;ENSG00000231543;ENSG00000116701;ENSG00000204842;ENSG00000198719;ENSG00000166682;ENSG00000112964;ENSG00000067715
GO:0050863,regulation of T cell activation,http://amigo.geneontology.org/amigo/term/GO:0050863,301,17,4.656353591,3.650925486,4.72E-06,5.55E-04,639;941;942;1445;1493;2064;2885;3558;3559;3575;3586;5781;5788;7292;9402;29851;59067,ENSG00000141736;ENSG00000177885;ENSG00000057657;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000100351
GO:1904892,regulation of STAT cascade,http://amigo.geneontology.org/amigo/term/GO:1904892,130,11,2.011049724,5.46978022,5.61E-06,6.51E-04,958;2690;3451;3558;3575;3717;3815;4249;5788;6774;59067,ENSG00000234829;ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000168685;ENSG00000152127;ENSG00000081237;ENSG00000112964
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,http://amigo.geneontology.org/amigo/term/GO:0002460,242,15,3.743646409,4.006788666,5.68E-06,6.51E-04,717;735;941;958;3119;3558;3575;3586;5788;6774;7128;7292;8807;51176;114836,ENSG00000162739;ENSG00000166278;ENSG00000231286;ENSG00000168610;ENSG00000113600;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000115607;ENSG00000081237;ENSG00000231543;ENSG00000138795
GO:1904894,positive regulation of STAT cascade,http://amigo.geneontology.org/amigo/term/GO:1904894,85,9,1.314917127,6.844537815,6.51E-06,7.36E-04,958;2690;3558;3575;3717;3815;4249;6774;59067,ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000168685;ENSG00000152127;ENSG00000112964
GO:0038155,interleukin-23-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0038155,9,4,0.139226519,28.73015873,6.63E-06,7.41E-04,3717;6774;6775;7297,ENSG00000138378;ENSG00000168610;ENSG00000096968;ENSG00000105397
GO:0000165,MAPK cascade,http://amigo.geneontology.org/amigo/term/GO:0000165,885,32,13.69060773,2.337368846,6.81E-06,7.51E-04,818;958;1445;1813;1815;2044;2064;2690;2885;3558;3559;3654;3717;3815;4853;5469;5781;5788;6367;8844;9258;9518;9770;10318;25780;28996;51074;51755;55024;57216;79155;200734,ENSG00000145901;ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000168884;ENSG00000125686;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000148660;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000152689;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000153064;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0001819,positive regulation of cytokine production,http://amigo.geneontology.org/amigo/term/GO:0001819,415,20,6.419889503,3.115318417,7.51E-06,8.19E-04,941;942;958;1813;3558;3586;3595;3654;3663;3717;5781;5788;6774;7292;8013;27159;59067;64135;114836;192683,ENSG00000162739;ENSG00000168610;ENSG00000198794;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000115267;ENSG00000128604;ENSG00000179295;ENSG00000134216;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000119508
GO:1904705,regulation of vascular smooth muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:1904705,48,7,0.742541436,9.427083333,8.36E-06,8.90E-04,1027;3586;3717;5468;5592;7015;8013,ENSG00000096968;ENSG00000136634;ENSG00000164362;ENSG00000111276;ENSG00000185532;ENSG00000132170;ENSG00000119508
GO:1990874,vascular smooth muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:1990874,48,7,0.742541436,9.427083333,8.36E-06,8.90E-04,1027;3586;3717;5468;5592;7015;8013,ENSG00000096968;ENSG00000136634;ENSG00000164362;ENSG00000111276;ENSG00000185532;ENSG00000132170;ENSG00000119508
GO:1903706,regulation of hemopoiesis,http://amigo.geneontology.org/amigo/term/GO:1903706,383,19,5.924861878,3.206825811,8.49E-06,8.93E-04,639;941;942;1493;2064;2113;3558;3559;3575;4853;5469;5788;6774;7292;8013;9770;22806;28514;51176,ENSG00000141736;ENSG00000125686;ENSG00000168610;ENSG00000057657;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000101265;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000119508;ENSG00000138795;ENSG00000134250;ENSG00000198719;ENSG00000134954
GO:0090087,regulation of peptide transport,http://amigo.geneontology.org/amigo/term/GO:0090087,687,27,10.62762431,2.540548971,8.63E-06,8.98E-04,640;958;1445;1813;1815;2044;2064;3382;3558;3586;3684;3717;3936;5469;5781;6343;7128;7292;7332;8997;9474;27159;51715;55024;64135;192683;337867,ENSG00000141736;ENSG00000185651;ENSG00000136573;ENSG00000136167;ENSG00000125686;ENSG00000198794;ENSG00000134882;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000112210;ENSG00000003147;ENSG00000136634;ENSG00000103653;ENSG00000145242;ENSG00000118503;ENSG00000160145;ENSG00000115267;ENSG00000153064;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000149295;ENSG00000276825;ENSG00000070031
