ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
219546_at,2.18E-02,6.64E-03,2.873095,-2.7885158,0.6426673,BMP2K,BMP2 inducible kinase
205514_at,2.18E-02,6.64E-03,-2.873068,-2.7885795,-1.4561966,ZNF415,zinc finger protein 415
207457_s_at,2.18E-02,6.64E-03,-2.87286,-2.7890712,-0.6706398,LY6G6F///LY6G6D,"lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D"
209128_s_at,2.18E-02,6.65E-03,-2.872409,-2.7901348,-0.4684694,SART3,squamous cell carcinoma antigen recognized by T-cells 3
215019_x_at,2.18E-02,6.65E-03,-2.87238,-2.7902041,-1.0277691,ZNF528,zinc finger protein 528
215939_at,2.18E-02,6.65E-03,-2.872229,-2.7905602,-1.0748808,,
206693_at,2.19E-02,6.66E-03,-2.872039,-2.7910085,-0.6396173,IL7,interleukin 7
221181_at,2.19E-02,6.66E-03,-2.871864,-2.7914203,-0.9747337,,
211454_x_at,2.19E-02,6.66E-03,-2.871686,-2.7918392,-0.5003814,FKSG49,FKSG49
215306_at,2.19E-02,6.67E-03,-2.87141,-2.7924913,-0.9770029,,
206328_at,2.19E-02,6.67E-03,-2.871335,-2.7926681,-0.7806599,CDH15,cadherin 15
216630_at,2.19E-02,6.67E-03,-2.871094,-2.793236,-0.7507012,,
217688_at,2.19E-02,6.68E-03,-2.870967,-2.7935359,-0.671778,,
216530_at,2.19E-02,6.69E-03,-2.870393,-2.7948875,-1.0539901,,
207307_at,2.19E-02,6.69E-03,-2.870024,-2.7957585,-1.3239018,HTR2C,5-hydroxytryptamine receptor 2C
205089_at,2.19E-02,6.69E-03,-2.86993,-2.7959798,-0.2867453,ZNF7,zinc finger protein 7
211742_s_at,2.19E-02,6.70E-03,2.869833,-2.7962086,0.3492212,EVI2B,ecotropic viral integration site 2B
208033_s_at,2.19E-02,6.70E-03,2.869811,-2.7962593,0.915308,ZFHX3,zinc finger homeobox 3
200030_s_at,2.20E-02,6.70E-03,2.869558,-2.7968564,0.246371,SLC25A3,solute carrier family 25 member 3
212493_s_at,2.20E-02,6.70E-03,-2.869315,-2.7974282,-0.6274552,SETD2,SET domain containing 2
213802_at,2.20E-02,6.71E-03,-2.869226,-2.7976381,-1.2560463,PRSS12,"protease, serine 12"
214669_x_at,2.20E-02,6.71E-03,2.868855,-2.7985136,0.851338,IGKC,immunoglobulin kappa constant
222189_at,2.20E-02,6.71E-03,-2.868781,-2.7986866,-1.1534598,AMBRA1,autophagy and beclin 1 regulator 1
212562_s_at,2.20E-02,6.72E-03,-2.868455,-2.7994554,-0.9628013,CTSZ,cathepsin Z
211279_at,2.20E-02,6.73E-03,-2.868101,-2.800289,-0.4881469,NRF1,nuclear respiratory factor 1
218631_at,2.20E-02,6.73E-03,-2.868052,-2.800405,-0.5192314,AVPI1,arginine vasopressin induced 1
219882_at,2.20E-02,6.73E-03,-2.867952,-2.800642,-1.1702494,TTLL7,tubulin tyrosine ligase like 7
202790_at,2.20E-02,6.73E-03,-2.867867,-2.8008401,-1.0768273,CLDN7,claudin 7
201479_at,2.20E-02,6.73E-03,-2.867774,-2.8010608,-0.4614624,MIR664B///SNORA56///DKC1,"microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1"
203142_s_at,2.20E-02,6.73E-03,2.86777,-2.8010689,0.2828974,AP3B1,adaptor related protein complex 3 beta 1 subunit
215917_at,2.20E-02,6.73E-03,-2.867599,-2.8014724,-1.378281,RAD21L1,RAD21 cohesin complex component like 1
203765_at,2.20E-02,6.74E-03,2.867429,-2.8018737,0.5283281,GCA,grancalcin
210221_at,2.20E-02,6.74E-03,-2.867403,-2.8019349,-0.8412397,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit
34063_at,2.21E-02,6.75E-03,-2.866648,-2.8037121,-0.7752827,RECQL5,RecQ like helicase 5
204341_at,2.22E-02,6.78E-03,-2.864888,-2.8078578,-0.4309999,TRIM16,tripartite motif containing 16
208366_at,2.22E-02,6.78E-03,-2.864802,-2.8080608,-1.0107651,PCDH11X,protocadherin 11 X-linked
206460_at,2.22E-02,6.79E-03,-2.864554,-2.8086447,-0.9410541,AJAP1,adherens junctions associated protein 1
213130_at,2.22E-02,6.79E-03,-2.864344,-2.8091379,-0.769703,ZNF473,zinc finger protein 473
220543_at,2.22E-02,6.79E-03,-2.864281,-2.8092861,-1.0642349,C21orf62,chromosome 21 open reading frame 62
77508_r_at,2.22E-02,6.80E-03,-2.8641,-2.8097118,-0.4897627,RABEP2,"rabaptin, RAB GTPase binding effector protein 2"
219518_s_at,2.22E-02,6.80E-03,-2.863817,-2.8103781,-1.0388545,ELL3,elongation factor for RNA polymerase II 3
210026_s_at,2.22E-02,6.80E-03,-2.863634,-2.8108096,-1.1679912,CARD10,caspase recruitment domain family member 10
217330_at,2.22E-02,6.80E-03,-2.863568,-2.8109636,-1.2096887,DISC1,disrupted in schizophrenia 1
202653_s_at,2.22E-02,6.81E-03,-2.863243,-2.8117298,-0.4176963,7-Mar,membrane associated ring-CH-type finger 7
202646_s_at,2.22E-02,6.81E-03,-2.863148,-2.8119542,-0.3544933,CSDE1,cold shock domain containing E1
210599_at,2.22E-02,6.81E-03,-2.86313,-2.8119945,-1.13651,ZNF614,zinc finger protein 614
219019_at,2.22E-02,6.82E-03,-2.862881,-2.8125813,-1.1444833,PIDD1,p53-induced death domain protein 1
209842_at,2.22E-02,6.82E-03,-2.86278,-2.8128197,-0.8855609,SOX10,SRY-box 10
208360_s_at,2.23E-02,6.82E-03,-2.862422,-2.813661,-0.5886647,ERVH-4,endogenous retrovirus group H member 4
213476_x_at,2.23E-02,6.83E-03,2.862226,-2.8141219,0.4071763,TUBB3,tubulin beta 3 class III
200771_at,2.23E-02,6.83E-03,-2.862081,-2.8144643,-0.7469891,LAMC1,laminin subunit gamma 1
207916_at,2.23E-02,6.83E-03,-2.862027,-2.8145906,-1.2386217,,
204546_at,2.23E-02,6.84E-03,2.861474,-2.8158934,0.3579711,KIAA0513,KIAA0513
201634_s_at,2.23E-02,6.84E-03,-2.861472,-2.8158966,-0.4108627,CYB5B,cytochrome b5 type B
204679_at,2.23E-02,6.84E-03,-2.861472,-2.8158974,-0.9458683,KCNK1,potassium two pore domain channel subfamily K member 1
208372_s_at,2.23E-02,6.84E-03,-2.86142,-2.8160194,-0.9324263,LIMK1,LIM domain kinase 1
213978_at,2.23E-02,6.85E-03,-2.861236,-2.8164517,-1.0121635,MTSS1L,metastasis suppressor 1 like
220848_x_at,2.23E-02,6.85E-03,-2.861185,-2.816573,-0.6168833,OBP2A,odorant binding protein 2A
206562_s_at,2.23E-02,6.86E-03,2.860719,-2.8176688,0.4029672,CSNK1A1,casein kinase 1 alpha 1
206384_at,2.23E-02,6.86E-03,-2.860713,-2.8176831,-0.5629413,CACNG3,calcium voltage-gated channel auxiliary subunit gamma 3
202602_s_at,2.23E-02,6.86E-03,-2.860689,-2.817739,-0.3206657,HTATSF1,HIV-1 Tat specific factor 1
207352_s_at,2.23E-02,6.86E-03,-2.860642,-2.8178505,-1.0688505,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit
217749_at,2.23E-02,6.86E-03,2.860564,-2.8180323,0.4901157,COPG1,coatomer protein complex subunit gamma 1
215839_at,2.23E-02,6.86E-03,-2.860472,-2.8182493,-1.0229101,LILRA5,leukocyte immunoglobulin like receptor A5
216483_s_at,2.23E-02,6.86E-03,2.860372,-2.8184855,0.496139,MYDGF,myeloid derived growth factor
217671_at,2.23E-02,6.86E-03,-2.860348,-2.8185421,-0.6795939,DSERG1,Down syndrome encephalopathy related protein 1
203681_at,2.23E-02,6.86E-03,-2.860326,-2.8185938,-0.7777352,IVD,isovaleryl-CoA dehydrogenase
216590_at,2.23E-02,6.86E-03,-2.860309,-2.8186334,-1.1186862,GNAT3,G protein subunit alpha transducin 3
220776_at,2.23E-02,6.86E-03,-2.860212,-2.81886,-0.4094512,KCNJ14,potassium voltage-gated channel subfamily J member 14
217262_s_at,2.23E-02,6.87E-03,-2.860113,-2.8190938,-0.8550071,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1
201216_at,2.24E-02,6.88E-03,-2.859357,-2.8208728,-0.2441249,ERP29,endoplasmic reticulum protein 29
215822_x_at,2.24E-02,6.88E-03,-2.859318,-2.8209633,-0.8624288,MYT1,myelin transcription factor 1
218843_at,2.24E-02,6.88E-03,-2.859222,-2.8211897,-0.6489428,FNDC4,fibronectin type III domain containing 4
215109_at,2.24E-02,6.89E-03,-2.858896,-2.8219554,-0.5032912,RC3H1,ring finger and CCCH-type domains 1
216271_x_at,2.24E-02,6.90E-03,-2.85801,-2.8240388,-0.8116656,SYDE1,synapse defective Rho GTPase homolog 1
214647_s_at,2.24E-02,6.90E-03,-2.857988,-2.8240916,-0.6062649,HFE,hemochromatosis
213491_x_at,2.25E-02,6.91E-03,2.857366,-2.8255514,0.3586646,RPN2,ribophorin II
206497_at,2.25E-02,6.92E-03,-2.857306,-2.8256941,-0.7176117,COA1,cytochrome c oxidase assembly factor 1 homolog
210421_s_at,2.25E-02,6.93E-03,-2.85626,-2.828151,-0.4776689,SLC24A1,solute carrier family 24 member 1
204533_at,2.25E-02,6.94E-03,2.855955,-2.8288688,0.7424485,CXCL10,C-X-C motif chemokine ligand 10
210607_at,2.25E-02,6.94E-03,-2.855833,-2.8291557,-0.6268353,FLT3LG,fms related tyrosine kinase 3 ligand
209429_x_at,2.26E-02,6.95E-03,-2.855488,-2.8299666,-0.2942398,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
206944_at,2.26E-02,6.95E-03,-2.855451,-2.8300532,-0.7897205,HTR6,5-hydroxytryptamine receptor 6
215903_s_at,2.26E-02,6.95E-03,-2.855424,-2.8301171,-0.3711414,MAST2,microtubule associated serine/threonine kinase 2
217325_at,2.26E-02,6.95E-03,-2.85539,-2.8301962,-0.9458087,KRT3,keratin 3
214857_at,2.26E-02,6.96E-03,-2.854598,-2.8320566,-0.4517033,RPARP-AS1,RPARP antisense RNA 1
221733_s_at,2.26E-02,6.97E-03,-2.854315,-2.8327216,-0.7176577,GPATCH4,G-patch domain containing 4
202842_s_at,2.26E-02,6.97E-03,-2.854162,-2.83308,-0.4303727,DNAJB9,DnaJ heat shock protein family (Hsp40) member B9
208044_s_at,2.26E-02,6.97E-03,-2.854149,-2.8331106,-0.5151563,PPARD,peroxisome proliferator activated receptor delta
201670_s_at,2.26E-02,6.98E-03,2.853499,-2.8346385,0.7551231,MARCKS,myristoylated alanine rich protein kinase C substrate
220497_at,2.26E-02,6.99E-03,-2.853417,-2.8348318,-1.3958338,ZNF214,zinc finger protein 214
205906_at,2.26E-02,6.99E-03,-2.85341,-2.8348462,-1.232554,FOXJ1,forkhead box J1
210133_at,2.26E-02,6.99E-03,-2.853403,-2.8348642,-1.1097237,CCL11,C-C motif chemokine ligand 11
201784_s_at,2.27E-02,7.00E-03,-2.852844,-2.8361765,-0.2858412,C11orf58,chromosome 11 open reading frame 58
220730_at,2.27E-02,7.00E-03,-2.852818,-2.8362382,-0.4195869,LOC642533,uncharacterized LOC642533
210573_s_at,2.27E-02,7.00E-03,-2.852795,-2.8362905,-0.2691003,POLR3C,RNA polymerase III subunit C
202051_s_at,2.27E-02,7.00E-03,-2.852681,-2.8365598,-0.383307,ZMYM4,zinc finger MYM-type containing 4
209251_x_at,2.27E-02,7.00E-03,2.852433,-2.8371424,0.3321173,TUBA1C,tubulin alpha 1c
220317_at,2.27E-02,7.00E-03,-2.852403,-2.8372114,-1.2666673,LRAT,lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
208120_x_at,2.27E-02,7.01E-03,-2.851993,-2.8381753,-0.5136511,FKSG49,FKSG49
202217_at,2.27E-02,7.02E-03,-2.851755,-2.8387338,-0.4391078,C21orf33,chromosome 21 open reading frame 33
217054_at,2.27E-02,7.02E-03,-2.851645,-2.8389913,-0.920136,MUC3A,"mucin 3A, cell surface associated"
203387_s_at,2.27E-02,7.02E-03,-2.851591,-2.8391184,-0.5091698,TBC1D4,TBC1 domain family member 4
209315_at,2.27E-02,7.02E-03,-2.8514,-2.8395665,-0.5803263,HBS1L,HBS1 like translational GTPase
221861_at,2.27E-02,7.02E-03,-2.851332,-2.8397253,-0.3513092,ARRB1,arrestin beta 1
204106_at,2.27E-02,7.02E-03,-2.851328,-2.8397354,-0.4733677,TESK1,testis-specific kinase 1
214819_at,2.27E-02,7.02E-03,2.851281,-2.8398464,1.0143693,IQSEC2,IQ motif and Sec7 domain 2
210740_s_at,2.28E-02,7.04E-03,2.850357,-2.8420151,0.3156667,ITPK1,inositol-tetrakisphosphate 1-kinase
207470_at,2.28E-02,7.04E-03,-2.850209,-2.8423624,-1.5857082,,
219471_at,2.28E-02,7.05E-03,-2.850092,-2.8426368,-0.8225876,KIAA0226L,KIAA0226 like
210020_x_at,2.28E-02,7.05E-03,-2.849871,-2.843155,-0.5110765,CALML3,calmodulin like 3
204192_at,2.28E-02,7.06E-03,2.849045,-2.8450921,0.4221084,CD37,CD37 molecule
210176_at,2.28E-02,7.07E-03,2.848884,-2.8454703,0.4486663,TLR1,toll like receptor 1
207315_at,2.28E-02,7.07E-03,-2.848841,-2.8455728,-0.4161696,CD226,CD226 molecule
201336_at,2.29E-02,7.07E-03,2.848629,-2.8460692,0.2676511,VAMP3,vesicle associated membrane protein 3
213183_s_at,2.29E-02,7.07E-03,-2.848597,-2.8461449,-0.8929973,,
206507_at,2.29E-02,7.08E-03,-2.848422,-2.8465547,-0.6911344,ZSCAN12,zinc finger and SCAN domain containing 12
206867_at,2.29E-02,7.08E-03,-2.848416,-2.846568,-0.7169078,GCKR,glucokinase (hexokinase 4) regulator
203005_at,2.29E-02,7.09E-03,2.84786,-2.8478735,0.3895269,LTBR,lymphotoxin beta receptor
216108_at,2.29E-02,7.09E-03,-2.847748,-2.8481358,-1.2842876,LOC105373738,uncharacterized LOC105373738
211273_s_at,2.29E-02,7.10E-03,-2.847183,-2.8494617,-1.3848706,TBX1,T-box 1
212365_at,2.29E-02,7.10E-03,-2.847165,-2.8495039,-0.7832928,MYO1B,myosin IB
205781_at,2.29E-02,7.11E-03,-2.846651,-2.8507078,-0.5966685,VPS9D1,VPS9 domain containing 1
216887_s_at,2.29E-02,7.11E-03,-2.846621,-2.850779,-1.0223799,LDB3,LIM domain binding 3
209847_at,2.30E-02,7.11E-03,-2.846326,-2.8514708,-1.1646238,CDH17,cadherin 17
207779_at,2.30E-02,7.12E-03,-2.846078,-2.8520517,-1.0875091,,
211905_s_at,2.30E-02,7.12E-03,-2.845847,-2.8525924,-1.1865046,ITGB4,integrin subunit beta 4
206626_x_at,2.30E-02,7.13E-03,-2.845241,-2.8540143,-1.1080285,SSX1,SSX family member 1
219266_at,2.30E-02,7.14E-03,-2.845061,-2.854437,-0.3766405,ZNF350,zinc finger protein 350
222248_s_at,2.30E-02,7.14E-03,-2.844987,-2.8546084,-0.9832296,SIRT4,sirtuin 4
217931_at,2.30E-02,7.14E-03,2.844792,-2.8550662,0.3617963,CNPY3,canopy FGF signaling regulator 3
207734_at,2.30E-02,7.15E-03,-2.844583,-2.8555566,-0.4658297,LAX1,lymphocyte transmembrane adaptor 1
220550_at,2.30E-02,7.15E-03,-2.844525,-2.8556921,-1.21761,FBXO4,F-box protein 4
201458_s_at,2.30E-02,7.15E-03,-2.844349,-2.8561053,-0.3444326,BUB3,"BUB3, mitotic checkpoint protein"
215935_at,2.31E-02,7.16E-03,-2.843824,-2.8573343,-1.0341764,SPATA31A5///SPATA31A3///SPATA31A1///SPATA31A6///SPATA31A7,SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
210218_s_at,2.31E-02,7.16E-03,2.843696,-2.8576351,0.9203659,SP100,SP100 nuclear antigen
214526_x_at,2.31E-02,7.17E-03,-2.843402,-2.858324,-0.3033713,PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 1"
220310_at,2.31E-02,7.17E-03,-2.84316,-2.8588903,-1.4092484,TUBAL3,tubulin alpha like 3
205713_s_at,2.31E-02,7.18E-03,-2.84299,-2.8592888,-0.9465069,COMP,cartilage oligomeric matrix protein
41220_at,2.31E-02,7.18E-03,-2.842908,-2.8594823,-0.2867438,9-Sep,septin 9
210946_at,2.31E-02,7.18E-03,-2.842804,-2.8597257,-0.4648155,PLPP1,phospholipid phosphatase 1
222377_at,2.31E-02,7.18E-03,-2.842688,-2.8599964,-1.0434743,TBX10,T-box 10
215817_at,2.31E-02,7.18E-03,-2.842553,-2.8603132,-0.9794923,SERPINB13,serpin family B member 13
203624_at,2.31E-02,7.19E-03,-2.842188,-2.8611689,-0.3088514,AKAP17A,A-kinase anchoring protein 17A
221759_at,2.31E-02,7.19E-03,2.842187,-2.8611705,0.9848823,G6PC3,glucose-6-phosphatase catalytic subunit 3
204141_at,2.31E-02,7.19E-03,2.842149,-2.8612586,1.1368832,TUBB2A,tubulin beta 2A class IIa
206689_x_at,2.31E-02,7.20E-03,-2.841866,-2.8619233,-0.2824194,KAT5,lysine acetyltransferase 5
205694_at,2.31E-02,7.20E-03,-2.841838,-2.861988,-1.2435407,TYRP1,tyrosinase related protein 1
218734_at,2.31E-02,7.20E-03,-2.841793,-2.8620936,-0.3377945,NAA40,"N(alpha)-acetyltransferase 40, NatD catalytic subunit"
222214_at,2.32E-02,7.21E-03,-2.84139,-2.863037,-0.5486375,,
213678_at,2.32E-02,7.21E-03,-2.841372,-2.8630787,-1.258446,TMEM151B,transmembrane protein 151B
220021_at,2.32E-02,7.21E-03,-2.841225,-2.8634234,-1.1574947,TMC7,transmembrane channel like 7
204687_at,2.32E-02,7.21E-03,-2.841187,-2.8635126,-0.639312,PARM1,prostate androgen-regulated mucin-like protein 1
209148_at,2.32E-02,7.21E-03,-2.840909,-2.8641633,-0.4895115,RXRB,retinoid X receptor beta
213393_at,2.32E-02,7.22E-03,-2.840493,-2.8651374,-0.5015428,MFSD9,major facilitator superfamily domain containing 9
207579_at,2.32E-02,7.22E-03,-2.840428,-2.8652897,-1.3508786,MAGEB3,MAGE family member B3
201192_s_at,2.32E-02,7.23E-03,2.840203,-2.8658161,0.2784221,PITPNA,phosphatidylinositol transfer protein alpha
221791_s_at,2.32E-02,7.23E-03,-2.840121,-2.8660091,-0.3626373,TMA7,translation machinery associated 7 homolog
201045_s_at,2.32E-02,7.23E-03,-2.84012,-2.8660119,-0.9647891,WTH3DI///RAB6A,"RAB6C-like///RAB6A, member RAS oncogene family"
204660_at,2.32E-02,7.23E-03,-2.839908,-2.8665083,-0.5426317,GFER,"growth factor, augmenter of liver regeneration"
218412_s_at,2.32E-02,7.24E-03,-2.839708,-2.8669752,-0.7681818,GTF2IRD1,GTF2I repeat domain containing 1
203581_at,2.32E-02,7.24E-03,-2.839461,-2.8675556,-0.3757173,SPHAR///RAB4A,"S-phase response (cyclin related)///RAB4A, member RAS oncogene family"
216192_at,2.33E-02,7.25E-03,-2.83914,-2.8683053,-1.0169782,FABP7,fatty acid binding protein 7
210865_at,2.33E-02,7.25E-03,-2.839042,-2.8685365,-0.6500848,FASLG,Fas ligand
212826_s_at,2.33E-02,7.25E-03,-2.838895,-2.8688794,-0.2746299,SLC25A6,solute carrier family 25 member 6
201265_at,2.33E-02,7.26E-03,-2.838573,-2.8696339,-1.111144,,
221269_s_at,2.33E-02,7.27E-03,2.838108,-2.8707215,0.3794892,SH3BGRL3,SH3 domain binding glutamate rich protein like 3
222216_s_at,2.33E-02,7.27E-03,2.838094,-2.870754,0.3701133,MRPL17,mitochondrial ribosomal protein L17
213488_at,2.33E-02,7.27E-03,-2.838052,-2.8708526,-0.5868627,SNED1,"sushi, nidogen and EGF like domains 1"
218565_at,2.33E-02,7.28E-03,-2.837403,-2.8723715,-0.4496356,SPOUT1,SPOUT domain containing methyltransferase 1
220062_s_at,2.33E-02,7.28E-03,-2.837129,-2.8730118,-1.0506359,MAGEC2,MAGE family member C2
206004_at,2.34E-02,7.29E-03,-2.836699,-2.8740197,-1.0134539,TGM3,transglutaminase 3
213298_at,2.34E-02,7.29E-03,-2.836635,-2.8741679,-0.7176774,NFIC,nuclear factor I C
213555_at,2.34E-02,7.30E-03,-2.836356,-2.8748202,-0.5479994,RWDD2A,RWD domain containing 2A
205695_at,2.34E-02,7.30E-03,-2.836199,-2.8751876,-0.6931478,SDS,serine dehydratase
211205_x_at,2.34E-02,7.30E-03,2.836157,-2.8752867,0.8917154,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
218834_s_at,2.34E-02,7.30E-03,-2.836153,-2.8752954,-1.2751573,TMEM132A,transmembrane protein 132A
203497_at,2.34E-02,7.31E-03,-2.836035,-2.8755713,-0.5281496,MED1,mediator complex subunit 1
215820_x_at,2.34E-02,7.31E-03,-2.836004,-2.8756455,-0.9036447,SNX13,sorting nexin 13
221370_at,2.34E-02,7.31E-03,-2.835823,-2.876069,-1.3543088,ZNF717,zinc finger protein 717
218198_at,2.34E-02,7.32E-03,-2.835089,-2.8777854,-0.3302233,DHX32,DEAH-box helicase 32 (putative)
207448_at,2.34E-02,7.32E-03,-2.835067,-2.877836,-0.8214601,POFUT2,protein O-fucosyltransferase 2
208309_s_at,2.34E-02,7.33E-03,-2.834969,-2.8780655,-0.3873215,MALT1,MALT1 paracaspase
209437_s_at,2.35E-02,7.33E-03,-2.834717,-2.8786553,-1.1814792,SPON1,spondin 1
211161_s_at,2.35E-02,7.34E-03,-2.834243,-2.8797632,-1.3670353,COL3A1,collagen type III alpha 1 chain
222237_s_at,2.36E-02,7.36E-03,-2.832964,-2.8827538,-1.1403091,ZNF112,zinc finger protein 112
205659_at,2.36E-02,7.37E-03,-2.832592,-2.8836224,-0.5333832,HDAC9,histone deacetylase 9
212570_at,2.36E-02,7.38E-03,-2.831826,-2.8854147,-0.552148,ENDOD1,endonuclease domain containing 1
210273_at,2.36E-02,7.39E-03,-2.831633,-2.8858657,-0.8766356,PCDH7,protocadherin 7
216119_s_at,2.36E-02,7.39E-03,-2.831389,-2.8864341,-0.6170741,SPEF1,sperm flagellar 1
215609_at,2.36E-02,7.39E-03,-2.83137,-2.8864784,-1.2022725,,
219513_s_at,2.37E-02,7.40E-03,-2.830804,-2.8878009,-0.5119248,SH2D3A,SH2 domain containing 3A
214664_at,2.37E-02,7.40E-03,-2.830766,-2.8878907,-1.1150666,PAICS,phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
203539_s_at,2.37E-02,7.42E-03,-2.830181,-2.889257,-0.4828685,GFAP,glial fibrillary acidic protein
218188_s_at,2.37E-02,7.42E-03,-2.830117,-2.8894061,-0.392237,TIMM13,translocase of inner mitochondrial membrane 13
210234_at,2.37E-02,7.42E-03,-2.83,-2.8896802,-0.531365,GRM4,glutamate metabotropic receptor 4
217100_s_at,2.37E-02,7.42E-03,-2.829911,-2.889888,-0.4149803,UBXN7,UBX domain protein 7
200803_s_at,2.37E-02,7.43E-03,2.829634,-2.8905355,0.289024,TMBIM6,transmembrane BAX inhibitor motif containing 6
216172_at,2.37E-02,7.43E-03,-2.829523,-2.8907937,-0.8566195,,
210197_at,2.37E-02,7.43E-03,-2.829259,-2.8914122,-0.7028816,ITPK1,inositol-tetrakisphosphate 1-kinase
211778_s_at,2.37E-02,7.44E-03,-2.829048,-2.891905,-1.1108323,OVOL2,ovo like zinc finger 2
218779_x_at,2.38E-02,7.45E-03,-2.828438,-2.8933293,-0.6056069,EPS8L1,EPS8 like 1
209233_at,2.38E-02,7.45E-03,2.828377,-2.8934714,0.2922946,EMG1,"EMG1, N1-specific pseudouridine methyltransferase"
206534_at,2.38E-02,7.45E-03,-2.828211,-2.8938579,-1.1832829,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A
211732_x_at,2.38E-02,7.46E-03,2.827858,-2.8946827,0.7521628,HNMT,histamine N-methyltransferase
205214_at,2.38E-02,7.47E-03,2.827326,-2.895926,0.8003385,STK17B,serine/threonine kinase 17b
218351_at,2.38E-02,7.47E-03,-2.82722,-2.8961716,-0.3318843,COMMD8,COMM domain containing 8
218658_s_at,2.38E-02,7.47E-03,-2.827195,-2.896231,-0.7869279,ACTR8,ARP8 actin-related protein 8 homolog
209985_s_at,2.38E-02,7.48E-03,-2.827089,-2.8964795,-1.0374994,ASCL1,achaete-scute family bHLH transcription factor 1
216290_x_at,2.38E-02,7.48E-03,-2.826949,-2.8968048,-1.3051969,,
205851_at,2.38E-02,7.48E-03,-2.82694,-2.8968251,-0.4207808,NME6,NME/NM23 nucleoside diphosphate kinase 6
207452_s_at,2.38E-02,7.48E-03,-2.826884,-2.8969566,-1.2001425,CNTN5,contactin 5
210449_x_at,2.38E-02,7.48E-03,2.826674,-2.8974476,0.3601222,MAPK14,mitogen-activated protein kinase 14
204849_at,2.38E-02,7.49E-03,-2.826548,-2.8977411,-0.3956721,TCFL5,transcription factor like 5
221107_at,2.39E-02,7.49E-03,-2.826265,-2.8984021,-1.024938,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit
209835_x_at,2.39E-02,7.49E-03,-2.826169,-2.8986263,-0.4411661,CD44,CD44 molecule (Indian blood group)
202085_at,2.39E-02,7.49E-03,-2.826118,-2.8987453,-0.4210414,TJP2,tight junction protein 2
215135_at,2.39E-02,7.50E-03,-2.82596,-2.8991131,-0.8114818,DNPEP,aspartyl aminopeptidase
37424_at,2.39E-02,7.50E-03,-2.825852,-2.8993652,-0.538295,CCHCR1,coiled-coil alpha-helical rod protein 1
212380_at,2.39E-02,7.50E-03,2.825839,-2.8993959,0.3121001,CMTR1,cap methyltransferase 1
204703_at,2.39E-02,7.51E-03,-2.825364,-2.900505,-0.2914353,IFT88,intraflagellar transport 88
216431_at,2.39E-02,7.51E-03,-2.825273,-2.9007168,-1.4548137,,
207270_x_at,2.39E-02,7.52E-03,2.824923,-2.9015349,0.322838,CD300C,CD300c molecule
222299_x_at,2.39E-02,7.52E-03,-2.824859,-2.9016832,-1.0363324,,
39966_at,2.39E-02,7.52E-03,-2.824751,-2.9019356,-0.8267496,CSPG5,chondroitin sulfate proteoglycan 5
221881_s_at,2.39E-02,7.52E-03,2.824746,-2.9019459,1.0094657,CLIC4,chloride intracellular channel 4
209613_s_at,2.39E-02,7.52E-03,-2.824717,-2.9020137,-1.4572874,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
211587_x_at,2.39E-02,7.53E-03,-2.824399,-2.9027575,-0.9159246,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit
206887_at,2.40E-02,7.54E-03,-2.823881,-2.9039646,-0.9620734,ACKR2,atypical chemokine receptor 2
204585_s_at,2.40E-02,7.54E-03,-2.823795,-2.904165,-0.5582438,L1CAM,L1 cell adhesion molecule
211367_s_at,2.40E-02,7.54E-03,2.823713,-2.904358,0.5931509,CASP1,caspase 1
214473_x_at,2.40E-02,7.55E-03,-2.823175,-2.9056114,-0.2821315,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3"
215607_x_at,2.40E-02,7.55E-03,-2.823137,-2.9056997,-0.5267211,,
204362_at,2.40E-02,7.56E-03,2.822734,-2.9066397,0.4155926,SKAP2,src kinase associated phosphoprotein 2
214668_at,2.40E-02,7.56E-03,-2.822711,-2.9066947,-0.8915367,SPRYD7,SPRY domain containing 7
218227_at,2.40E-02,7.56E-03,-2.822539,-2.9070941,-0.5640285,NUBP2,nucleotide binding protein 2
215721_at,2.40E-02,7.56E-03,-2.822495,-2.9071971,-1.2161373,LOC100293211///IGHG1,uncharacterized LOC100293211///immunoglobulin heavy constant gamma 1 (G1m marker)
