ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
211486_s_at,0.7227261,1.45E-01,1.4729413,-4.83353,0.18911226,KCNQ2,potassium voltage-gated channel subfamily Q member 2
206203_at,0.7227261,1.45E-01,1.4727302,-4.83381,0.4084577,RCVRN,recoverin
222057_at,0.7227261,1.45E-01,1.4727194,-4.83383,0.3812406,NOL12,nucleolar protein 12
218533_s_at,0.7228842,1.45E-01,1.4724807,-4.83414,0.21478496,UCKL1,uridine-cytidine kinase 1 like 1
220756_s_at,0.7229739,1.46E-01,-1.4721311,-4.8346,-0.30221034,SLC52A1,solute carrier family 52 member 1
203681_at,0.7229739,1.46E-01,1.4718856,-4.83493,0.27704686,IVD,isovaleryl-CoA dehydrogenase
215979_s_at,0.7229739,1.46E-01,1.4716935,-4.83518,0.25534104,SLC7A1,solute carrier family 7 member 1
222210_at,0.7229739,1.46E-01,1.4716543,-4.83523,0.28886797,MIR6785///TMEM94,microRNA 6785///transmembrane protein 94
220739_s_at,0.7229739,1.46E-01,1.4716409,-4.83525,0.14792938,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3
220530_at,0.7229739,1.46E-01,1.471495,-4.83544,0.39232142,,
210406_s_at,0.7229739,1.46E-01,-1.4713801,-4.83559,-0.16781191,WTH3DI///RAB6C///RAB6A,"RAB6C-like///RAB6C, member RAS oncogene family///RAB6A, member RAS oncogene family"
218239_s_at,0.7229739,1.46E-01,-1.471339,-4.83565,-0.2247152,GTPBP4,GTP binding protein 4
200638_s_at,0.7229739,1.46E-01,-1.4713093,-4.83569,-0.21688237,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
202649_x_at,0.7229739,1.46E-01,1.4710936,-4.83597,0.16775751,RPS19,ribosomal protein S19
210022_at,0.7229739,1.46E-01,-1.4710893,-4.83598,-0.27533897,PCGF1,polycomb group ring finger 1
205361_s_at,0.7230017,1.46E-01,-1.4708271,-4.83632,-0.21161276,PFDN4,prefoldin subunit 4
217506_at,0.7230017,1.46E-01,1.4707224,-4.83646,0.26002116,,
219908_at,0.7230017,1.46E-01,-1.4704734,-4.83679,-0.50916176,DKK2,dickkopf WNT signaling pathway inhibitor 2
210088_x_at,0.7230017,1.46E-01,1.4703205,-4.83699,0.19034387,MYL4,myosin light chain 4
209252_at,0.7230017,1.46E-01,1.4702464,-4.83709,0.18191603,HARS2,"histidyl-tRNA synthetase 2, mitochondrial"
219751_at,0.7230017,1.46E-01,1.4700588,-4.83734,0.21858176,SETD6,SET domain containing 6
215406_at,0.7230017,1.46E-01,1.4699635,-4.83746,0.43155846,,
214942_at,0.7230017,1.46E-01,-1.4699368,-4.8375,-0.26227853,RBM34,RNA binding motif protein 34
201088_at,0.7230017,1.46E-01,-1.4698638,-4.83759,-0.38386773,KPNA2,karyopherin subunit alpha 2
201894_s_at,0.7230017,1.46E-01,-1.4697758,-4.83771,-0.20806673,SSR1,signal sequence receptor subunit 1
204869_at,0.7230017,1.46E-01,1.4697466,-4.83775,0.32754301,PCSK2,proprotein convertase subtilisin/kexin type 2
216289_at,0.7235948,1.46E-01,1.4691829,-4.83849,0.41882755,ADGRD2,adhesion G protein-coupled receptor D2
222349_x_at,0.7236294,1.46E-01,1.469037,-4.83868,0.22271391,RNF126P1,ring finger protein 126 pseudogene 1
215178_x_at,0.723811,1.47E-01,1.4684506,-4.83946,0.29722071,NAAA,N-acylethanolamine acid amidase
209943_at,0.723811,1.47E-01,-1.4683454,-4.83959,-0.35727966,FBXL4,F-box and leucine rich repeat protein 4
205709_s_at,0.723811,1.47E-01,1.4682818,-4.83968,0.36628479,CDS1,CDP-diacylglycerol synthase 1
206412_at,0.723811,1.47E-01,1.4682756,-4.83969,0.38199384,FER,FER tyrosine kinase
214751_at,0.723811,1.47E-01,-1.4682568,-4.83971,-0.28560826,ZNF468,zinc finger protein 468
217896_s_at,0.723811,1.47E-01,1.468137,-4.83987,0.16096903,FAM192A,family with sequence similarity 192 member A
201223_s_at,0.723811,1.47E-01,-1.4680614,-4.83997,-0.20596011,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
202276_at,0.7243184,1.47E-01,-1.467496,-4.84071,-0.22554319,SHFM1,split hand/foot malformation (ectrodactyly) type 1
207796_x_at,0.7243184,1.47E-01,-1.4673913,-4.84085,-0.34733288,KLRD1,killer cell lectin like receptor D1
211318_s_at,0.7243184,1.47E-01,1.4671769,-4.84113,0.12495181,RAE1,ribonucleic acid export 1
222013_x_at,0.7243184,1.47E-01,1.4670408,-4.84131,0.17766633,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase
202428_x_at,0.7243184,1.47E-01,-1.4669671,-4.84141,-0.17743049,DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
635_s_at,0.7243184,1.47E-01,1.4669602,-4.84142,0.22541566,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta
202150_s_at,0.7243184,1.47E-01,1.4668432,-4.84157,0.27797491,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9"
218153_at,0.7244436,1.47E-01,1.4665786,-4.84192,0.29862998,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"
201182_s_at,0.7244436,1.47E-01,1.4663366,-4.84224,0.20089565,CHD4,chromodomain helicase DNA binding protein 4
217120_s_at,0.7244436,1.47E-01,1.4663001,-4.84229,0.20930202,MED14,mediator complex subunit 14
200858_s_at,0.7244436,1.47E-01,1.4662602,-4.84234,0.18763503,SNORD38B///SNORD55///RPS8,"small nucleolar RNA, C/D box 38B///small nucleolar RNA, C/D box 55///ribosomal protein S8"
213202_at,0.7244436,1.47E-01,1.4661509,-4.84248,0.3668353,SETD1A,SET domain containing 1A
206108_s_at,0.7247488,1.47E-01,-1.4657586,-4.843,-0.3046091,SRSF6,serine and arginine rich splicing factor 6
214684_at,0.7247488,1.47E-01,-1.4655339,-4.84329,-0.38354249,MEF2A,myocyte enhancer factor 2A
218753_at,0.7247488,1.47E-01,1.4655269,-4.8433,0.18308279,XKR8,XK related 8
215125_s_at,0.7247488,1.47E-01,1.4654442,-4.84341,0.34882128,UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10,UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A7///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
202220_at,0.7249667,1.47E-01,1.4649929,-4.844,0.20303988,KIAA0907,KIAA0907
208085_s_at,0.7249667,1.48E-01,1.4649389,-4.84407,0.20584631,ARHGAP6,Rho GTPase activating protein 6
207971_s_at,0.7249667,1.48E-01,1.4649225,-4.8441,0.19588168,CEP68,centrosomal protein 68
207067_s_at,0.7250307,1.48E-01,1.464472,-4.84469,0.66864968,HDC,histidine decarboxylase
217548_at,0.7250307,1.48E-01,1.4644324,-4.84474,0.23006527,ARPIN,actin-related protein 2/3 complex inhibitor
202103_at,0.7250307,1.48E-01,1.464181,-4.84507,0.16558878,BRD4,bromodomain containing 4
219265_at,0.7250307,1.48E-01,1.4638576,-4.84549,0.32193728,MOB3B,MOB kinase activator 3B
219733_s_at,0.7250307,1.48E-01,1.4638198,-4.84554,0.34100632,SLC27A5,solute carrier family 27 member 5
208320_at,0.7250307,1.48E-01,1.4638111,-4.84556,0.35806744,CABP1,calcium binding protein 1
214392_at,0.7250307,1.48E-01,1.4637841,-4.84559,0.33677455,IRGC,immunity related GTPase cinema
204231_s_at,0.7250307,1.48E-01,1.4637087,-4.84569,0.4298414,FAAH,fatty acid amide hydrolase
38241_at,0.7250307,1.48E-01,-1.4636789,-4.84573,-0.26871347,BTN3A3,butyrophilin subfamily 3 member A3
208622_s_at,0.7250307,1.48E-01,-1.4636287,-4.8458,-0.29790077,EZR,ezrin
214302_x_at,0.7250307,1.48E-01,1.4632567,-4.84628,0.16968119,GJC2,gap junction protein gamma 2
212327_at,0.7250307,1.48E-01,-1.4632213,-4.84633,-0.47684066,LIMCH1,LIM and calponin homology domains 1
215758_x_at,0.7250307,1.48E-01,1.4627731,-4.84692,0.18500644,ZNF93,zinc finger protein 93
203989_x_at,0.7250307,1.48E-01,-1.4625556,-4.8472,-0.46368374,F2R,coagulation factor II thrombin receptor
217314_at,0.7250307,1.48E-01,1.4625539,-4.84721,0.26302167,,
205420_at,0.7250307,1.48E-01,-1.4625016,-4.84727,-0.3200619,PEX7,peroxisomal biogenesis factor 7
220950_s_at,0.7250307,1.48E-01,1.462469,-4.84732,0.21120638,KANSL3,KAT8 regulatory NSL complex subunit 3
202054_s_at,0.7250307,1.48E-01,1.4622679,-4.84758,0.28294772,ALDH3A2,aldehyde dehydrogenase 3 family member A2
203204_s_at,0.7250307,1.48E-01,-1.46217,-4.84771,-0.16544155,KDM4A,lysine demethylase 4A
219393_s_at,0.7250307,1.48E-01,1.4620485,-4.84787,0.3003129,AKT3,AKT serine/threonine kinase 3
215671_at,0.7250307,1.48E-01,-1.4620369,-4.84788,-0.35043652,PDE4B,phosphodiesterase 4B
221701_s_at,0.7250307,1.48E-01,1.4618451,-4.84814,0.25877271,STRA6,stimulated by retinoic acid 6
215202_at,0.7250307,1.48E-01,1.4616801,-4.84835,0.2813817,GUSBP11,"glucuronidase, beta pseudogene 11"
216253_s_at,0.7250307,1.48E-01,1.4613996,-4.84872,0.33305338,PARVB,parvin beta
204509_at,0.7250307,1.48E-01,1.4613331,-4.84881,0.24518174,CA12,carbonic anhydrase 12
206630_at,0.7250307,1.49E-01,1.4612691,-4.84889,0.25306809,TYR,tyrosinase
212677_s_at,0.7250307,1.49E-01,1.4611,-4.84911,0.28664968,CEP68,centrosomal protein 68
210291_s_at,0.7250307,1.49E-01,1.4610367,-4.8492,0.42770188,ZNF174,zinc finger protein 174
209080_x_at,0.7250307,1.49E-01,-1.4607597,-4.84956,-0.14898542,GLRX3,glutaredoxin 3
208607_s_at,0.7250307,1.49E-01,1.4605814,-4.84979,0.41200737,SAA2-SAA4///SAA2///SAA1,SAA2-SAA4 readthrough///serum amyloid A2///serum amyloid A1
204031_s_at,0.7250307,1.49E-01,1.4603474,-4.8501,0.16006582,PCBP2,poly(rC) binding protein 2
AFFX-LysX-M_at,0.7250307,1.49E-01,1.460325,-4.85013,0.43380759,,
202328_s_at,0.7250307,1.49E-01,1.4602654,-4.85021,0.27810591,LOC101930075///PKD1,"polycystin-1-like///polycystin 1, transient receptor potential channel interacting"
216882_s_at,0.7250307,1.49E-01,1.4602106,-4.85028,0.34175461,NEBL,nebulette
217537_x_at,0.7250307,1.49E-01,1.4601117,-4.85041,0.3163992,,
205955_at,0.7250307,1.49E-01,-1.4600295,-4.85052,-0.17722588,TAF6L,TATA-box binding protein associated factor 6 like
217296_at,0.7250307,1.49E-01,1.4599734,-4.85059,0.34908219,KIR2DS1,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1"
204258_at,0.7250307,1.49E-01,-1.4598883,-4.8507,-0.19374228,CHD1,chromodomain helicase DNA binding protein 1
221201_s_at,0.7250307,1.49E-01,1.459567,-4.85112,0.35823997,ZNF155,zinc finger protein 155
203549_s_at,0.7250307,1.49E-01,1.4595041,-4.8512,0.31026362,LPL,lipoprotein lipase
210803_at,0.7250307,1.49E-01,1.4593631,-4.85139,0.2115402,TXNRD2,thioredoxin reductase 2
220568_at,0.7250307,1.49E-01,1.4592766,-4.8515,0.29963668,PRO1483,uncharacterized LOC55448
206646_at,0.7250307,1.49E-01,1.4592053,-4.85159,0.42325211,GLI1,GLI family zinc finger 1
200888_s_at,0.7250307,1.49E-01,1.4587005,-4.85226,0.1416364,SNORA21///RPL23,"small nucleolar RNA, H/ACA box 21///ribosomal protein L23"
216684_s_at,0.7250307,1.49E-01,-1.4586826,-4.85228,-0.46316266,SS18,"SS18, nBAF chromatin remodeling complex subunit"
205792_at,0.7250307,1.49E-01,1.4586416,-4.85233,0.29299246,WISP2,WNT1 inducible signaling pathway protein 2
217612_at,0.7250307,1.49E-01,-1.4585599,-4.85244,-0.38204057,TIMM50,translocase of inner mitochondrial membrane 50
212395_s_at,0.7250307,1.49E-01,1.4583914,-4.85266,0.18709893,EMC1,ER membrane protein complex subunit 1
202866_at,0.7250307,1.49E-01,-1.458206,-4.8529,-0.52272366,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12
210051_at,0.7250307,1.49E-01,1.4581826,-4.85293,0.16741572,RAPGEF3,Rap guanine nucleotide exchange factor 3
219499_at,0.7250307,1.49E-01,-1.4581227,-4.85301,-0.29094055,SEC61A2,Sec61 translocon alpha 2 subunit
210830_s_at,0.7250307,1.49E-01,1.4581209,-4.85301,0.28316808,PON2,paraoxonase 2
216720_at,0.7250307,1.49E-01,1.4581163,-4.85302,0.25579194,CYP2U1,cytochrome P450 family 2 subfamily U member 1
210050_at,0.7250307,1.49E-01,-1.4577087,-4.85355,-0.26751917,TPI1,triosephosphate isomerase 1
217267_s_at,0.7250307,1.50E-01,1.4576286,-4.85366,0.52008877,RAB7A,"RAB7A, member RAS oncogene family"
209526_s_at,0.7250307,1.50E-01,-1.457599,-4.8537,-0.37843958,HDGFRP3,"hepatoma-derived growth factor, related protein 3"
221315_s_at,0.7250307,1.50E-01,1.4575532,-4.85376,0.42568426,FGF22,fibroblast growth factor 22
219297_at,0.7250307,1.50E-01,-1.4575184,-4.8538,-0.21334848,WDR44,WD repeat domain 44
204301_at,0.7250307,1.50E-01,1.4574445,-4.8539,0.7036316,KBTBD11,kelch repeat and BTB domain containing 11
207847_s_at,0.7250307,1.50E-01,-1.4571657,-4.85426,-0.2383579,MUC1,"mucin 1, cell surface associated"
216254_at,0.7250307,1.50E-01,1.4571115,-4.85433,0.46500452,PARVB,parvin beta
220592_at,0.7250307,1.50E-01,1.4570429,-4.85442,0.20832449,CCDC40,coiled-coil domain containing 40
213808_at,0.7250307,1.50E-01,1.4569581,-4.85453,0.5259565,ADAM23,ADAM metallopeptidase domain 23
215872_at,0.7250307,1.50E-01,1.4569369,-4.85456,0.36022908,,
221275_s_at,0.7250307,1.50E-01,1.4568691,-4.85465,0.34380637,,
206972_s_at,0.7250307,1.50E-01,1.4568652,-4.85466,0.31110977,GPR161,G protein-coupled receptor 161
218901_at,0.7250307,1.50E-01,-1.4567621,-4.85479,-0.31704405,PLSCR4,phospholipid scramblase 4
220682_s_at,0.7250307,1.50E-01,-1.4566893,-4.85489,-0.34093095,KLHL5,kelch like family member 5
220342_x_at,0.7250307,1.50E-01,-1.4566604,-4.85492,-0.22814551,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3
AFFX-r2-Hs18SrRNA-3_s_at,0.7250307,1.50E-01,-1.4565145,-4.85511,-0.51285535,,
201524_x_at,0.7250307,1.50E-01,-1.4563011,-4.85539,-0.1387661,UBE2N,ubiquitin conjugating enzyme E2 N
218629_at,0.7250307,1.50E-01,-1.4562953,-4.8554,-0.34221655,SMO,"smoothened, frizzled class receptor"
218738_s_at,0.7250307,1.50E-01,-1.4560601,-4.85571,-0.17272346,RNF138,ring finger protein 138
214220_s_at,0.7250307,1.50E-01,1.4560048,-4.85578,0.27047811,ALMS1,"ALMS1, centrosome and basal body associated protein"
222111_at,0.7250307,1.50E-01,-1.4559659,-4.85583,-0.25117665,FAM63B,family with sequence similarity 63 member B
215085_x_at,0.725163,1.50E-01,1.4557486,-4.85611,0.39345328,DLEC1,deleted in lung and esophageal cancer 1
202427_s_at,0.7254042,1.50E-01,-1.4554497,-4.85651,-0.15863762,MPC2,mitochondrial pyruvate carrier 2
200913_at,0.7254476,1.50E-01,-1.4552991,-4.8567,-0.17611829,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent 1G"
203849_s_at,0.7254515,1.50E-01,1.4549892,-4.85711,0.36081066,KIF1A,kinesin family member 1A
207790_at,0.7254515,1.50E-01,1.4549818,-4.85712,0.30955586,LRRC1,leucine rich repeat containing 1
218936_s_at,0.7254515,1.50E-01,-1.4548789,-4.85725,-0.21233679,CCDC59,coiled-coil domain containing 59
201332_s_at,0.7254515,1.50E-01,1.4548245,-4.85732,0.34917332,STAT6,signal transducer and activator of transcription 6
204848_x_at,0.7255551,1.50E-01,-1.4545152,-4.85773,-0.55446723,HBG2///HBG1,hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
203880_at,0.7255551,1.50E-01,-1.454511,-4.85773,-0.19497217,POPDC2///COX17,"popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone"
214471_x_at,0.7256224,1.50E-01,1.4543426,-4.85795,0.58036015,CGB1///LHB,chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide
208507_at,0.7256663,1.50E-01,1.4540992,-4.85827,0.27104962,OR7C2,olfactory receptor family 7 subfamily C member 2
219040_at,0.7256663,1.51E-01,1.4539413,-4.85847,0.21726016,CORO7,coronin 7
219492_at,0.7256663,1.51E-01,-1.4538039,-4.85865,-0.22536409,CHIC2,cysteine rich hydrophobic domain 2
215690_x_at,0.7256663,1.51E-01,1.4537771,-4.85869,0.15373664,GPAA1,glycosylphosphatidylinositol anchor attachment 1
219250_s_at,0.7256663,1.51E-01,1.4535085,-4.85904,0.2597678,FLRT3,fibronectin leucine rich transmembrane protein 3
203523_at,0.7256663,1.51E-01,1.4534665,-4.85909,0.25350671,LSP1,lymphocyte-specific protein 1
206127_at,0.7256663,1.51E-01,1.4534238,-4.85915,0.30511614,ELK3,"ELK3, ETS transcription factor"
200889_s_at,0.7256663,1.51E-01,-1.4533211,-4.85928,-0.2651445,SSR1,signal sequence receptor subunit 1
214497_s_at,0.7256663,1.51E-01,1.4531674,-4.85948,0.23051648,NHLH2,nescient helix-loop-helix 2
221393_at,0.7256663,1.51E-01,1.4529819,-4.85973,0.3192907,TAAR3,trace amine associated receptor 3 (gene/pseudogene)
218685_s_at,0.7256663,1.51E-01,-1.4529189,-4.85981,-0.17928765,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1
213076_at,0.7256663,1.51E-01,1.4528969,-4.85984,0.18293269,ITPKC,inositol-trisphosphate 3-kinase C
206092_x_at,0.7257759,1.51E-01,1.4526971,-4.8601,0.17815811,RTEL1,regulator of telomere elongation helicase 1
208648_at,0.7257835,1.51E-01,-1.4525737,-4.86026,-0.13452807,VCP,valosin containing protein
219450_at,0.7262902,1.51E-01,1.4520267,-4.86097,0.22764788,C4orf19,chromosome 4 open reading frame 19
217219_at,0.7262902,1.51E-01,1.4519584,-4.86106,0.16820238,DKFZP434A062,uncharacterized LOC26102
201376_s_at,0.7268,1.51E-01,-1.4514585,-4.86171,-0.21166551,HNRNPF,heterogeneous nuclear ribonucleoprotein F
213416_at,0.7268625,1.51E-01,-1.4512845,-4.86194,-0.23946429,ITGA4,integrin subunit alpha 4
222381_at,0.7268625,1.51E-01,1.4507162,-4.86268,0.38911767,,
221153_s_at,0.7268625,1.51E-01,1.4505636,-4.86288,0.48411586,,
219458_s_at,0.7268625,1.52E-01,-1.4504041,-4.86308,-0.1595248,NSUN3,NOP2/Sun RNA methyltransferase family member 3
205265_s_at,0.7268625,1.52E-01,1.4503,-4.86322,0.39554114,LOC100996693///SPEG,CAVP-target protein-like///SPEG complex locus
217391_x_at,0.7268625,1.52E-01,1.4499199,-4.86371,0.35314472,,
201453_x_at,0.7268625,1.52E-01,-1.4498982,-4.86374,-0.16674595,RHEB,Ras homolog enriched in brain
204904_at,0.7268625,1.52E-01,1.4498258,-4.86384,0.32137254,GJA4,gap junction protein alpha 4
204741_at,0.7268625,1.52E-01,-1.4497152,-4.86398,-0.35405929,BICD1,BICD cargo adaptor 1
216332_at,0.7268625,1.52E-01,1.4496411,-4.86408,0.21844561,POU6F1,POU class 6 homeobox 1
205665_at,0.7268625,1.52E-01,1.4496047,-4.86412,0.37942574,TSPAN9,tetraspanin 9
222096_x_at,0.7268625,1.52E-01,1.4494531,-4.86432,0.43592679,,
213556_at,0.7268625,1.52E-01,-1.4492128,-4.86463,-0.3942662,PINLYP,phospholipase A2 inhibitor and LY6/PLAUR domain containing
221345_at,0.7268625,1.52E-01,-1.4491878,-4.86467,-0.65332193,FFAR2,free fatty acid receptor 2
215366_at,0.7268625,1.52E-01,1.4491799,-4.86468,0.19930488,SNX13,sorting nexin 13
212962_at,0.7268625,1.52E-01,1.4491433,-4.86472,0.27932338,SYDE1,synapse defective Rho GTPase homolog 1
213649_at,0.7268625,1.52E-01,1.4489533,-4.86497,0.21508221,SRSF7,serine and arginine rich splicing factor 7
203677_s_at,0.7268625,1.52E-01,1.4481781,-4.86598,0.12765487,TARBP2,"TARBP2, RISC loading complex RNA binding subunit"
213918_s_at,0.7268625,1.52E-01,-1.4480311,-4.86617,-0.26443283,NIPBL,"NIPBL, cohesin loading factor"
205679_x_at,0.7268625,1.52E-01,1.4480072,-4.8662,0.40011187,ACAN,aggrecan
206682_at,0.7268625,1.52E-01,1.4478249,-4.86644,0.66989623,CLEC10A,C-type lectin domain family 10 member A
207099_s_at,0.7268625,1.52E-01,1.447773,-4.86651,0.25189995,CHM,"CHM, Rab escort protein 1"
213042_s_at,0.7268625,1.52E-01,1.4477324,-4.86656,0.68007674,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
204756_at,0.7268625,1.52E-01,1.4477097,-4.86659,0.2598166,MAP2K5,mitogen-activated protein kinase kinase 5
212803_at,0.7268625,1.52E-01,1.4476438,-4.86667,0.32151397,NAB2,NGFI-A binding protein 2
220087_at,0.7268625,1.52E-01,-1.4476416,-4.86668,-0.347113,BCO1,beta-carotene oxygenase 1
221923_s_at,0.7268625,1.52E-01,-1.4476078,-4.86672,-0.20797247,NPM1,nucleophosmin
203022_at,0.7268625,1.52E-01,-1.4475707,-4.86677,-0.15866652,RNASEH2A,ribonuclease H2 subunit A
219931_s_at,0.7268625,1.52E-01,1.4472879,-4.86714,0.26910719,KLHL12,kelch like family member 12
210454_s_at,0.7268625,1.52E-01,-1.4471855,-4.86727,-0.32980109,KCNJ6,potassium voltage-gated channel subfamily J member 6
215082_at,0.7268625,1.52E-01,1.4471562,-4.86731,0.20141948,ELOVL5,ELOVL fatty acid elongase 5
215116_s_at,0.7268625,1.52E-01,1.4471432,-4.86732,0.27102905,DNM1,dynamin 1
202005_at,0.7268625,1.52E-01,1.4468827,-4.86766,0.55712218,ST14,suppression of tumorigenicity 14
221722_x_at,0.7268625,1.53E-01,1.4467404,-4.86785,0.29841916,LZTS1,leucine zipper tumor suppressor 1
207778_at,0.7268625,1.53E-01,1.446737,-4.86785,0.31404329,REG1CP,"regenerating family member 1 gamma, pseudogene"
212107_s_at,0.7268625,1.53E-01,1.4467333,-4.86786,0.29310343,DHX9,DEAH-box helicase 9
210710_at,0.7268625,1.53E-01,-1.4467173,-4.86788,-0.33096131,AGGF1,angiogenic factor with G-patch and FHA domains 1
220626_at,0.7268625,1.53E-01,1.4467162,-4.86788,0.43206967,SERPINA10,serpin family A member 10
214845_s_at,0.7268625,1.53E-01,-1.446664,-4.86795,-0.40107157,CALU,calumenin
205623_at,0.7268625,1.53E-01,1.4466565,-4.86796,0.38344497,ALDH3A1,aldehyde dehydrogenase 3 family member A1
206745_at,0.7268625,1.53E-01,1.4466011,-4.86803,0.20780109,HOXC11,homeobox C11
209753_s_at,0.7268625,1.53E-01,-1.4464916,-4.86817,-0.20458478,TMPO,thymopoietin
207913_at,0.7269351,1.53E-01,1.4462146,-4.86853,0.33709021,CYP2F1,cytochrome P450 family 2 subfamily F member 1
203546_at,0.7269351,1.53E-01,1.4460726,-4.86871,0.1686929,IPO13,importin 13
214397_at,0.7269351,1.53E-01,1.4459649,-4.86885,0.27810244,MBD2,methyl-CpG binding domain protein 2
202359_s_at,0.7269351,1.53E-01,-1.4456516,-4.86926,-0.18251704,SNX19,sorting nexin 19
200835_s_at,0.7269351,1.53E-01,1.4455757,-4.86936,0.22635937,MAP4,microtubule associated protein 4
211123_at,0.7269351,1.53E-01,1.4454774,-4.86949,0.30377027,SLC5A5,solute carrier family 5 member 5
215221_at,0.7269351,1.53E-01,1.4454039,-4.86958,0.27180734,,
207381_at,0.7269351,1.53E-01,1.445393,-4.8696,0.27350117,ALOX12B,"arachidonate 12-lipoxygenase, 12R type"
205099_s_at,0.7269351,1.53E-01,-1.4453056,-4.86971,-0.88617074,CCR1,C-C motif chemokine receptor 1
208613_s_at,0.7269351,1.53E-01,-1.4452515,-4.86978,-0.36952427,FLNB,filamin B
217194_at,0.7269351,1.53E-01,1.4451541,-4.86991,0.647495,RASAL2,RAS protein activator like 2
212419_at,0.7269793,1.53E-01,1.4449938,-4.87011,0.46081119,ZCCHC24,zinc finger CCHC-type containing 24
208044_s_at,0.7269793,1.53E-01,1.4448878,-4.87025,0.21657347,PPARD,peroxisome proliferator activated receptor delta
209621_s_at,0.7272062,1.53E-01,-1.4444268,-4.87085,-0.31657678,PDLIM3,PDZ and LIM domain 3
214972_at,0.7272062,1.53E-01,1.4444074,-4.87088,0.19131658,MGEA5,meningioma expressed antigen 5 (hyaluronidase)
203299_s_at,0.7272062,1.53E-01,1.4443663,-4.87093,0.47545742,AP1S2,adaptor related protein complex 1 sigma 2 subunit
219545_at,0.7272062,1.53E-01,-1.4442514,-4.87108,-0.42172288,NDUFC2-KCTD14///KCTD14,NDUFC2-KCTD14 readthrough///potassium channel tetramerization domain containing 14
206119_at,0.727233,1.53E-01,1.4441149,-4.87125,0.34791175,BHMT,betaine--homocysteine S-methyltransferase
209188_x_at,0.7273047,1.53E-01,-1.4438762,-4.87156,-0.17237231,DR1,down-regulator of transcription 1
204718_at,0.7273047,1.53E-01,1.4437305,-4.87175,0.26078523,EPHB6,EPH receptor B6
213014_at,0.7273047,1.53E-01,1.4437119,-4.87178,0.28998354,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1
221664_s_at,0.7275867,1.54E-01,-1.443256,-4.87237,-0.59013828,F11R,F11 receptor
222099_s_at,0.7275867,1.54E-01,1.4432523,-4.87237,0.13974589,LSM14A,"LSM14A, mRNA processing body assembly factor"
218395_at,0.7275867,1.54E-01,-1.443151,-4.8725,-0.28535801,ACTR6,ARP6 actin-related protein 6 homolog
205673_s_at,0.7276511,1.54E-01,1.442805,-4.87295,0.28591165,ASB9,ankyrin repeat and SOCS box containing 9
45572_s_at,0.7276511,1.54E-01,1.4427573,-4.87301,0.18058415,GGA1,"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
204662_at,0.7276511,1.54E-01,-1.4424947,-4.87335,-0.23296965,CCP110,centriolar coiled-coil protein 110
209068_at,0.7276511,1.54E-01,1.4424176,-4.87345,0.2804437,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
218824_at,0.7276511,1.54E-01,1.4423256,-4.87357,0.35101475,PNMAL1,paraneoplastic Ma antigen family like 1
209645_s_at,0.7276511,1.54E-01,1.4423109,-4.87359,0.21398563,ALDH1B1,aldehyde dehydrogenase 1 family member B1
206732_at,0.7276511,1.54E-01,1.4420403,-4.87394,0.31293918,SLITRK3,SLIT and NTRK like family member 3
218912_at,0.7276511,1.54E-01,1.4420236,-4.87396,0.13041637,GCC1,GRIP and coiled-coil domain containing 1
219340_s_at,0.7276511,1.54E-01,-1.4419374,-4.87408,-0.30231957,CLN8,"ceroid-lipofuscinosis, neuronal 8"
208047_s_at,0.7276511,1.54E-01,-1.4418412,-4.8742,-0.4603208,NAB1,NGFI-A binding protein 1
218436_at,0.7276511,1.54E-01,-1.4418245,-4.87422,-0.63516297,SIL1,SIL1 nucleotide exchange factor
